CustomerKey,GeographyKey,CustomerAlternateKey,Customer full name,Birth date,Gender,YearlyIncome
14742,336,AW00014742,AndreaHoward,1961-01-15,F,40000
14743,638,AW00014743,NathanlTurner,1966-02-21,M,40000
14744,612,AW00014744,ElijahLYang,1961-02-22,M,40000
14745,49,AW00014745,LukeEHall,1960-09-17,M,40000
14746,374,AW00014746,CourtneyTNelson,1960-10-02,F,40000
14747,331,AW00014747,AidanWood,1966-11-12,M,40000
14748,329,AW00014748,DonARoessler,1967-03-06,M,40000
14749,301,AW00014749,JoseCJenkins,1967-04-24,M,40000
14750,347,AW00014750,MarySGreen,1962-05-05,F,40000
14751,648,AW00014751,GabriellePrice,1961-11-05,F,40000
14752,300,AW00014752,SethTurner,1963-05-11,M,40000
14753,539,AW00014753,AustinCFoster,1979-09-20,M,40000
14754,609,AW00014754,GrantPal,1963-05-17,M,40000
14755,302,AW00014755,RobertDavis,1963-05-21,M,40000
14756,331,AW00014756,CharlesReed,1962-11-12,M,40000
14757,361,AW00014757,ElizabethBGarcia,1967-12-30,F,40000
14758,325,AW00014758,VictoriaLong,1969-05-22,F,80000
14759,368,AW00014759,MadisonCDavis,1963-09-09,F,80000
14760,68,AW00014760,ZacharyLLewis,1964-06-10,M,80000
14761,361,AW00014761,MorganLKelly,1969-09-21,F,80000
14762,300,AW00014762,AdrianaKPerez,1964-02-07,F,80000
14763,536,AW00014763,GeorgeJArun,1964-05-10,M,80000
14764,345,AW00014764,XavierScott,1965-03-02,M,60000
14765,71,AW00014765,KevinNelson,1964-08-15,M,60000
14766,223,AW00014766,CurtisMXu,1973-08-21,M,20000
14767,157,AW00014767,StacyABlanco,1974-02-15,F,20000
14768,175,AW00014768,IanKelly,1929-12-18,M,10000
14769,160,AW00014769,JessicaPowell,1974-03-15,F,30000
14770,229,AW00014770,MelvinDAndersen,1979-06-02,M,30000
14771,249,AW00014771,HeidiVance,1974-02-20,F,30000
14772,118,AW00014772,StacyATorres,1974-04-22,F,30000
14773,190,AW00014773,NoahRoss,1973-10-25,M,40000
14774,143,AW00014774,MaxFerrier,1973-09-14,M,40000
14775,147,AW00014775,BonnieXie,1985-05-11,F,40000
14776,246,AW00014776,RonaldDArthur,1979-01-21,M,40000
14777,267,AW00014777,KaylaAJenkins,1973-10-07,F,40000
14778,242,AW00014778,ReneeJimenez,1972-12-18,F,10000
14779,222,AW00014779,HenryAFernandez,1978-03-08,M,10000
14780,188,AW00014780,TabithaAlonso,1973-01-30,F,10000
14781,161,AW00014781,RobertDButler,1972-10-31,M,20000
14782,160,AW00014782,MichaelRLewis,1973-04-15,M,20000
14783,248,AW00014783,CristinaShan,1978-07-22,F,20000
14784,263,AW00014784,VictorKDominguez,1973-06-03,M,30000
14785,208,AW00014785,GavinPatterson,1972-09-07,M,30000
14786,117,AW00014786,TristanRJenkins,1978-08-08,M,30000
14787,232,AW00014787,TabithaSmith,1971-12-18,F,20000
14788,201,AW00014788,GeraldCRana,1972-06-17,M,20000
14789,170,AW00014789,RosaKZhang,1972-04-01,F,20000
14790,211,AW00014790,TerryHTang,1972-08-08,M,40000
14791,195,AW00014791,AshleeDeng,1972-10-29,F,40000
14792,235,AW00014792,JeromeLRubio,1978-08-12,M,40000
14793,245,AW00014793,ClaytonNath,1972-12-18,M,40000
14794,263,AW00014794,GilbertBecker,1978-08-09,M,40000
14795,129,AW00014795,CrystalJGao,1971-09-03,F,30000
14796,196,AW00014796,MichaelJMiller,1976-01-05,M,10000
14797,149,AW00014797,SteveJGao,1976-01-05,M,10000
14798,185,AW00014798,ColleenLNara,1971-02-15,F,10000
14799,260,AW00014799,KatieRXu,1976-08-11,F,20000
14800,161,AW00014800,AbbyArthur,1970-07-03,F,30000
14801,131,AW00014801,RileyRSimmons,1969-08-14,F,10000
14802,211,AW00014802,AudreyMoreno,1970-03-19,F,20000
14803,147,AW00014803,StacyDMartin,1969-12-05,F,20000
14804,239,AW00014804,MarthaMZhou,1979-10-01,F,10000
14805,172,AW00014805,KariGarcia,1974-06-18,F,10000
14806,245,AW00014806,DamienJai,1974-05-03,M,10000
14807,211,AW00014807,BrendaMMartinez,1968-08-04,F,10000
14808,252,AW00014808,CynthiaLPrasad,1980-03-15,F,10000
14809,239,AW00014809,MaxASuarez,1979-10-01,M,20000
14810,196,AW00014810,RussellEAnand,1972-05-25,M,40000
14811,158,AW00014811,MollySanchez,1972-02-19,F,40000
14812,238,AW00014812,HunterCHenderson,1971-11-14,M,40000
14813,187,AW00014813,MadisonHayes,1968-10-29,F,20000
14814,235,AW00014814,ChristineJJai,1969-01-18,F,30000
14815,236,AW00014815,IsabellaRGonzales,1976-12-14,F,40000
14816,241,AW00014816,KatherineLewis,1976-10-20,F,40000
14817,243,AW00014817,AnnaWashington,1982-03-12,F,40000
14818,215,AW00014818,DianeFRuiz,1969-11-23,F,30000
14819,128,AW00014819,DanaMRuiz,1969-12-07,F,30000
14820,244,AW00014820,DrewBhat,1975-08-31,M,40000
14821,269,AW00014821,MauriceRaje,1969-10-06,M,40000
14822,127,AW00014822,JessicaSMartin,1969-03-24,F,30000
14823,127,AW00014823,NelsonJHarrison,1969-06-26,M,30000
14824,117,AW00014824,MiguelMBaker,1974-11-13,M,30000
14825,170,AW00014825,RebekahHAlonso,1982-08-31,F,20000
14826,221,AW00014826,StefanieJLopez,1985-02-13,F,20000
14827,174,AW00014827,ErnestRXu,1984-10-01,M,30000
14828,176,AW00014828,HectorMunoz,1985-03-08,M,30000
14829,211,AW00014829,GinaVazquez,1983-07-15,F,30000
14830,175,AW00014830,IsabellaWard,1974-08-09,F,40000
14831,231,AW00014831,GilbertXie,1968-08-05,M,40000
14832,232,AW00014832,BarryRana,1980-04-30,M,40000
14833,241,AW00014833,RileyHayes,1967-12-11,F,30000
14834,133,AW00014834,EbonyJimenez,1983-09-07,F,30000
14835,151,AW00014835,MelodyRSaunders,1984-03-01,F,30000
14836,230,AW00014836,PeterLChander,1983-10-04,M,30000
14837,144,AW00014837,DennisLi,1983-01-14,M,30000
14838,121,AW00014838,DarrenAlvarez,1983-01-23,M,30000
14839,238,AW00014839,NatashaSanz,1982-11-15,F,30000
14840,277,AW00014840,AutumnZhu,1983-04-22,F,30000
14841,171,AW00014841,FranklinPal,1917-06-05,M,20000
14842,117,AW00014842,MeaganKim,1981-02-06,F,20000
14843,243,AW00014843,LeeVazquez,1981-01-03,M,20000
14844,131,AW00014844,BlakeMiller,1986-02-25,M,20000
14845,223,AW00014845,ChelseaSai,1985-08-13,F,10000
14846,259,AW00014846,KelseyKChande,1985-11-09,F,20000
14847,270,AW00014847,VadimSazanovich,1979-09-09,F,20000
14848,186,AW00014848,GeorgeLouverdis,1981-03-09,M,30000
14849,142,AW00014849,DwayneMartin,1981-04-10,M,30000
14850,182,AW00014850,AudreyVazquez,1978-09-23,F,10000
14851,206,AW00014851,KarlaMTang,1978-08-02,F,20000
14852,335,AW00014852,AdamJGonzalez,1984-05-12,M,60000
14853,30,AW00014853,DerrickRDiaz,1953-08-12,M,20000
14854,38,AW00014854,NancyFernandez,1959-11-09,F,20000
14855,20,AW00014855,DeannaLWeber,1954-06-23,F,30000
14856,536,AW00014856,KariCarlson,1983-02-01,F,40000
14857,37,AW00014857,DianeESerrano,1954-07-27,F,20000
14858,3,AW00014858,LouisZhu,1956-12-18,M,30000
14859,6,AW00014859,JarrodMWeber,1957-09-02,M,30000
14860,29,AW00014860,ArturoHChande,1963-06-14,M,40000
14861,231,AW00014861,MistyDeng,1982-04-06,F,40000
14862,243,AW00014862,SpencerSJenkins,1977-02-17,M,40000
14863,269,AW00014863,DanaHCarlson,1982-10-19,F,40000
14864,276,AW00014864,DesireeVCarlson,1976-12-22,F,40000
14865,269,AW00014865,AustinVColeman,1976-01-12,M,40000
14866,161,AW00014866,HaileyRPeterson,1981-10-17,F,40000
14867,59,AW00014867,LaurenCRichardson,1981-01-04,F,40000
14868,383,AW00014868,ArianaMorgan,1981-02-16,F,40000
14869,552,AW00014869,JenniferJBryant,1981-02-22,F,40000
14870,298,AW00014870,BrandiMOrtega,1979-07-11,F,40000
14871,52,AW00014871,TimothyHill,1985-04-07,M,40000
14872,548,AW00014872,FernandoCClark,1985-02-23,M,30000
14873,336,AW00014873,FernandoLong,1979-08-10,M,30000
14874,49,AW00014874,NicoleLSanchez,1981-02-23,F,40000
14875,53,AW00014875,AlyssaIFoster,1981-06-26,F,40000
14876,301,AW00014876,NathanAnderson,1936-09-05,M,40000
14877,63,AW00014877,StevenCBrooks,1972-01-11,M,60000
14878,631,AW00014878,MarcusMurphy,1971-08-31,M,60000
14879,299,AW00014879,AndreaRichardson,1972-05-25,F,60000
14880,372,AW00014880,JessicaRoss,1958-10-08,F,30000
14881,611,AW00014881,EricGriffin,1970-05-06,M,30000
14882,299,AW00014882,KathrynENara,1964-10-17,F,30000
14883,335,AW00014883,GabrielleBarnes,1964-03-19,F,30000
14884,307,AW00014884,KristiMTorres,1958-10-03,F,30000
14885,69,AW00014885,JudithRWhite,1959-08-08,F,20000
14886,69,AW00014886,SydneyMPowell,1965-06-04,F,20000
14887,638,AW00014887,LaurenAWilson,1959-08-31,F,30000
14888,648,AW00014888,JasmineARussell,1965-11-15,F,30000
14889,302,AW00014889,DrewWKumar,1971-04-04,M,30000
14890,315,AW00014890,WyattAdams,1960-01-23,M,30000
14891,355,AW00014891,KyleEHayes,1965-05-06,M,40000
14892,352,AW00014892,SavannahJSanders,1960-08-04,F,40000
14893,49,AW00014893,GabrielleDiaz,1960-08-07,F,40000
14894,542,AW00014894,JamesABaker,1961-05-18,M,40000
14895,374,AW00014895,ConnorHernandez,1966-10-03,M,40000
14896,335,AW00014896,AlexiaDFlores,1960-11-07,F,40000
14897,49,AW00014897,HunterMoore,1961-12-31,M,40000
14898,626,AW00014898,KatelynLEdwards,1961-10-01,F,40000
14899,302,AW00014899,RodneySDominguez,1962-03-25,M,40000
14900,71,AW00014900,RachelJLewis,1962-04-23,F,40000
14901,343,AW00014901,KatherineRichardson,1967-07-20,F,40000
14902,298,AW00014902,AriannaCDiaz,1962-03-24,F,40000
14903,361,AW00014903,AmandaLMorgan,1961-09-01,F,40000
14904,63,AW00014904,SpencerPowell,1961-10-30,M,40000
14905,612,AW00014905,RicardoShen,1961-09-30,M,40000
14906,50,AW00014906,RobertJWashington,1962-05-16,M,40000
14907,311,AW00014907,SheenaLAnand,1961-09-01,F,40000
14908,611,AW00014908,MorganAMitchell,1973-01-02,F,40000
14909,539,AW00014909,BenjaminEBryant,1962-03-22,M,40000
14910,62,AW00014910,CaitlinLMurphy,1963-05-24,F,40000
14911,70,AW00014911,ShelbyJWatson,1968-02-16,F,40000
14912,361,AW00014912,EmmaMTaylor,1963-02-18,F,40000
14913,352,AW00014913,ChloeRoberts,1968-10-14,F,40000
14914,302,AW00014914,AriannaGray,1974-02-11,F,40000
14915,553,AW00014915,KatherineHoward,1974-04-06,F,40000
14916,638,AW00014916,PaigeCWashington,1969-09-13,F,80000
14917,633,AW00014917,AdrianMorgan,1969-01-18,M,80000
14918,618,AW00014918,MariahHoward,1969-11-02,F,80000
14919,311,AW00014919,ErikJTorres,1969-10-22,M,80000
14920,372,AW00014920,JasonCHill,1970-05-20,M,60000
14921,361,AW00014921,SaraCWatson,1976-03-19,F,60000
14922,642,AW00014922,PaigeRPerry,1970-09-10,F,60000
14923,187,AW00014923,AndyBlanco,1973-08-01,M,20000
14924,203,AW00014924,CynthiaSai,1979-12-14,F,20000
14925,186,AW00014925,AshleyMHughes,1974-04-27,F,30000
14926,223,AW00014926,JuanRRogers,1973-09-18,M,30000
14927,163,AW00014927,ChelseaSMartinez,1974-03-26,F,30000
14928,251,AW00014928,RoyAPatel,1973-09-18,M,30000
14929,276,AW00014929,PeterAnand,1979-09-30,M,30000
14930,220,AW00014930,CindyMSara,1973-12-29,F,30000
14931,204,AW00014931,AndresSPal,1974-05-02,M,40000
14932,203,AW00014932,PedroYFernandez,1978-04-17,M,20000
14933,119,AW00014933,RonaldPatel,1972-07-17,M,20000
14934,245,AW00014934,JermaineGSai,1983-09-17,M,30000
14935,121,AW00014935,RafaelRLiang,1972-12-08,M,30000
14936,224,AW00014936,BryanSanchez,1972-08-19,M,30000
14937,278,AW00014937,BrendanLXu,1983-05-19,M,10000
14938,246,AW00014938,MallorySanz,1971-12-14,F,20000
14939,119,AW00014939,CoryLKapoor,1972-10-15,M,40000
14940,151,AW00014940,CarmenARana,1978-02-19,F,40000
14941,261,AW00014941,EmmaJPatterson,1972-01-24,F,20000
14942,216,AW00014942,WhitneyMadan,1971-08-13,F,30000
14943,176,AW00014943,LindsayEPal,1977-08-08,F,30000
14944,221,AW00014944,SebastianWatson,1976-08-06,M,10000
14945,127,AW00014945,SamanthaRLewis,1976-12-04,F,10000
14946,203,AW00014946,FrederickVance,1971-03-04,M,20000
14947,234,AW00014947,AlejandroChen,1976-01-08,M,20000
14948,199,AW00014948,DamienLal,1970-10-09,M,30000
14949,235,AW00014949,SteveWu,1970-10-12,M,30000
14950,267,AW00014950,MariaHernandez,1975-08-24,F,10000
14951,149,AW00014951,KatieARai,1970-03-26,F,30000
14952,166,AW00014952,HollySrini,1970-05-22,F,30000
14953,237,AW00014953,AdrienneGill,1968-12-11,F,10000
14954,196,AW00014954,DeniseWPerez,1968-09-21,F,10000
14955,263,AW00014955,JorgeAXu,1968-08-30,M,20000
14956,147,AW00014956,KristaRomero,1968-10-08,F,20000
14957,202,AW00014957,LaceyKShan,1974-05-28,F,20000
14958,242,AW00014958,ClaytonELiang,1972-04-04,M,40000
14959,187,AW00014959,RossPatel,1974-01-11,M,30000
14960,215,AW00014960,LeonardBPal,1976-11-11,M,30000
14961,159,AW00014961,JaclynYang,1976-04-12,F,40000
14962,171,AW00014962,JustinWJai,1971-04-12,M,40000
14963,231,AW00014963,SydneyCPerry,1976-03-19,F,40000
14964,262,AW00014964,DamienCShen,1970-12-01,M,40000
14965,179,AW00014965,EdwinZhou,1975-07-06,M,30000
14966,210,AW00014966,DerrickVazquez,1969-11-02,M,30000
14967,164,AW00014967,BridgetXu,1969-11-12,F,30000
14968,249,AW00014968,TroyPatel,1970-01-03,M,40000
14969,128,AW00014969,JulioEVazquez,1979-09-30,M,30000
14970,258,AW00014970,BruceHChandra,1982-08-30,M,20000
14971,183,AW00014971,SusanPZhu,1984-07-23,F,20000
14972,171,AW00014972,CristinaJDeng,1985-04-03,F,30000
14973,175,AW00014973,AliciaJai,1985-01-18,F,30000
14974,249,AW00014974,K.Saravan,1984-12-29,M,30000
14975,231,AW00014975,DaltonScott,1968-12-30,M,40000
14976,183,AW00014976,RandyHu,1967-12-09,M,40000
14977,199,AW00014977,StacyCarlson,1983-08-18,F,30000
14978,134,AW00014978,JamieOrtega,1983-09-29,M,30000
14979,150,AW00014979,RodneyLSerrano,1983-09-04,M,30000
14980,178,AW00014980,MicheleGarcia,1984-03-02,F,30000
14981,256,AW00014981,AprilLRaji,1983-09-05,F,30000
14982,262,AW00014982,KaylaHughes,1984-04-06,F,30000
14983,268,AW00014983,JuanRSanz,1984-02-21,M,30000
14984,275,AW00014984,ReginaMVance,1984-05-12,F,30000
14985,220,AW00014985,JaclynAZhu,1982-11-24,F,20000
14986,271,AW00014986,RichardJMartinez,1982-02-02,M,20000
14987,189,AW00014987,MistyNara,1982-06-02,F,20000
14988,248,AW00014988,MandyLu,1980-07-23,F,10000
14989,212,AW00014989,ShawnaRShe,1981-12-21,F,20000
14990,158,AW00014990,NelsonJRamos,1981-07-25,M,30000
14991,272,AW00014991,EdwinZhao,1981-08-25,M,30000
14992,228,AW00014992,DaleBAndersen,1918-02-11,M,20000
14993,234,AW00014993,SeanMorgan,1980-12-08,M,20000
14994,224,AW00014994,SethLKing,1981-06-25,M,20000
14995,198,AW00014995,StefanieMalhotra,1985-05-05,F,20000
14996,138,AW00014996,RossRGill,1981-04-12,M,30000
14997,161,AW00014997,AngelCooper,1980-12-02,M,30000
14998,224,AW00014998,RobertRodriguez,1979-10-14,M,20000
14999,261,AW00014999,AriannaWMorris,1978-11-03,F,10000
15000,178,AW00015000,KelliZhou,1978-11-19,F,10000
15001,165,AW00015001,AutumnLu,1978-08-31,F,10000
15002,180,AW00015002,JennyALin,1978-10-04,F,20000
15003,222,AW00015003,DennisPYang,1984-09-17,M,20000
15004,191,AW00015004,SuzanneHu,1979-06-04,F,20000
15005,337,AW00015005,AdrianCooper,1984-03-19,M,60000
15006,383,AW00015006,GraceCJackson,1984-05-20,F,70000
15007,49,AW00015007,JaimeRRubio,1983-02-18,F,40000
15008,70,AW00015008,BlakeParker,1983-05-27,M,40000
15009,634,AW00015009,ChloePatterson,1982-12-08,F,30000
15010,299,AW00015010,CoryJSuri,1983-03-12,M,30000
15011,315,AW00015011,AmberEMitchell,1983-05-13,F,60000
15012,626,AW00015012,EmmaAHughes,1982-03-03,F,60000
15013,329,AW00015013,JuliaDCampbell,1982-05-13,F,60000
15014,19,AW00015014,WarrenLiu,1960-07-15,M,30000
15015,39,AW00015015,RandyLiu,1955-11-03,M,30000
15016,300,AW00015016,DanielLClark,1985-08-12,M,40000
15017,338,AW00015017,AmandaERamirez,1986-04-21,F,20000
15018,39,AW00015018,FeliciaLMartin,1957-04-22,F,30000
15019,2,AW00015019,MaryBRamos,1956-09-24,F,30000
15020,22,AW00015020,ChristyMa,1957-04-22,F,30000
15021,4,AW00015021,LucasJMoore,1956-10-09,M,30000
15022,17,AW00015022,LatashaCGutierrez,1962-11-12,F,40000
15023,641,AW00015023,JuanJWatson,1984-12-30,M,70000
15024,32,AW00015024,NathanJones,1969-05-09,M,30000
15025,36,AW00015025,KristiNSubram,1958-01-15,F,40000
15026,21,AW00015026,FeliciaJDiaz,1958-01-06,F,40000
15027,32,AW00015027,TommyCJai,1959-04-18,M,40000
15028,40,AW00015028,TabithaAlvarez,1985-09-07,F,10000
15029,19,AW00015029,AlejandroWYe,1984-12-01,M,10000
15030,35,AW00015030,JefferyWZheng,1986-01-09,M,20000
15031,7,AW00015031,DarrylJLin,1982-08-27,M,10000
15032,19,AW00015032,MeredithSuarez,1981-12-09,F,10000
15033,11,AW00015033,DanaDMoreno,1981-12-30,F,10000
15034,38,AW00015034,HectorLSuarez,1985-02-22,M,10000
15035,25,AW00015035,JaySMehta,1984-08-10,M,10000
15036,15,AW00015036,DerekShe,1985-02-19,M,20000
15037,14,AW00015037,JaimeLRaji,1985-02-19,M,20000
15038,9,AW00015038,CedricYang,1984-01-09,M,20000
15039,31,AW00015039,MicheleMXie,1982-10-03,F,10000
15040,29,AW00015040,GeorgeLopez,1982-12-08,M,10000
15041,24,AW00015041,MicheleGoel,1983-03-08,F,10000
15042,2,AW00015042,BryantLPerez,1982-07-21,M,20000
15043,35,AW00015043,JoelAGonzalez,1982-11-07,M,20000
15044,37,AW00015044,ValerieMHu,1983-02-07,F,20000
15045,218,AW00015045,TashaRLuo,1954-04-16,F,20000
15046,270,AW00015046,CaseyTang,1949-05-17,F,40000
15047,249,AW00015047,MeghanWVazquez,1967-02-08,F,30000
15048,271,AW00015048,BonnieHYuan,1966-12-17,F,30000
15049,155,AW00015049,FrankMDominguez,1971-03-21,M,10000
15050,160,AW00015050,JoshuaMiller,1971-12-07,M,20000
15051,230,AW00015051,HaroldJMcDonald,1965-11-20,M,20000
15052,253,AW00015052,KariSMoreno,1971-05-02,F,20000
15053,224,AW00015053,KurtAndersen,1970-11-05,M,10000
15054,134,AW00015054,RogerLAnand,1964-08-13,M,20000
15055,175,AW00015055,PatrickWTorres,1965-01-18,M,20000
15056,244,AW00015056,JaimeLSuarez,1964-09-29,F,20000
15057,253,AW00015057,ReginaMChandra,1970-06-23,F,20000
15058,273,AW00015058,JulioJSuarez,1970-11-23,M,30000
15059,276,AW00015059,LisaRZhu,1970-09-10,F,30000
15060,222,AW00015060,MaxWVazquez,1969-12-20,M,20000
15061,224,AW00015061,MargaretGMa,1965-11-25,F,30000
15062,264,AW00015062,JaimeAlonso,1966-03-22,F,30000
15063,155,AW00015063,KariJMalhotra,1965-12-17,F,30000
15064,204,AW00015064,ErikCRubio,1966-01-31,M,30000
15065,123,AW00015065,AlejandroPGao,1981-05-11,M,10000
15066,222,AW00015066,DianaMunoz,1975-09-02,F,10000
15067,209,AW00015067,DanaAlvarez,1975-08-05,F,10000
15068,160,AW00015068,JessicaBarnes,1981-02-13,F,20000
15069,162,AW00015069,NoahLLal,1975-09-20,M,20000
15070,204,AW00015070,AlfredoNNavarro,1974-10-07,M,10000
15071,187,AW00015071,KristaRGutierrez,1981-12-13,F,30000
15072,224,AW00015072,WhitneySubram,1976-01-01,F,30000
15073,164,AW00015073,TashaChander,1981-05-03,F,30000
15074,171,AW00015074,ElizabethPerry,1925-08-25,F,10000
15075,237,AW00015075,AlexaKelly,1926-03-15,F,10000
15076,162,AW00015076,SheilaRamos,1974-12-18,F,20000
15077,279,AW00015077,DominiqueSLopez,1974-11-13,F,30000
15078,238,AW00015078,JacobHWilson,1980-08-06,M,30000
15079,223,AW00015079,JoseCMartin,1974-12-02,M,30000
15080,134,AW00015080,EvelynPChandra,1986-05-05,F,40000
15081,256,AW00015081,DaisyMunoz,1975-06-19,F,40000
15082,190,AW00015082,KelvinLal,1974-12-11,M,40000
15083,265,AW00015083,TeresaAGutierrez,1975-01-02,F,40000
15084,133,AW00015084,AdrienneSerrano,1980-09-16,F,40000
15085,212,AW00015085,KristinHJai,1974-12-30,F,40000
15086,224,AW00015086,LatashaMDominguez,1980-02-16,F,50000
15087,232,AW00015087,RobinLSanz,1980-04-30,F,50000
15088,239,AW00015088,ColleenJCai,1980-03-05,F,50000
15089,268,AW00015089,MartinPrasad,1975-05-02,M,50000
15090,155,AW00015090,TroyMehta,1969-12-18,M,10000
15091,144,AW00015091,JermaineCMadan,1973-09-17,M,20000
15092,161,AW00015092,AdrianFMorris,1960-02-15,M,80000
15093,198,AW00015093,JohnnyMoyer,1949-08-16,M,70000
15094,193,AW00015094,WendyBOrtega,1955-03-16,F,70000
15095,211,AW00015095,JodiAShan,1950-07-05,F,70000
15096,156,AW00015096,GarySchare,1951-01-14,M,80000
15097,241,AW00015097,MorganBennett,1950-10-21,F,110000
15098,207,AW00015098,DianaSanz,1951-08-28,F,80000
15099,185,AW00015099,AlvinMa,1951-12-07,M,80000
15100,171,AW00015100,BrendaChandra,1952-05-22,F,110000
15101,162,AW00015101,ShawnEShan,1952-04-15,M,120000
15102,243,AW00015102,AllenAMalhotra,1952-02-11,M,130000
15103,269,AW00015103,JonathanDLopez,1958-09-05,M,80000
15104,224,AW00015104,AshleyThompson,1969-07-31,F,80000
15105,163,AW00015105,TinaFRana,1971-04-04,F,100000
15106,265,AW00015106,ShannonRNavarro,1971-05-03,M,170000
15107,191,AW00015107,RoySaunders,1959-01-17,M,90000
15108,252,AW00015108,ColleenGao,1959-01-03,F,130000
15109,219,AW00015109,MeghanKCarlson,1974-06-03,F,80000
15110,147,AW00015110,JanelleMPrasad,1957-08-25,F,100000
15111,192,AW00015111,LeahHuang,1962-09-05,F,80000
15112,195,AW00015112,AliciaLuo,1962-11-14,F,80000
15113,127,AW00015113,RobertSmith,1962-05-31,M,80000
15114,176,AW00015114,ErikaMunoz,1957-04-25,F,110000
15115,186,AW00015115,ChristianMPatterson,1955-12-11,M,90000
15116,133,AW00015116,MackenzieMRamirez,1961-04-22,F,100000
15117,129,AW00015117,DanaBDominguez,1954-11-11,F,100000
15118,269,AW00015118,NelsonOrtega,1955-01-06,M,170000
15119,256,AW00015119,JohnnyTang,1958-10-03,M,120000
15120,34,AW00015120,ErikaSuarez,1981-08-16,F,70000
15121,32,AW00015121,BrendanAndersen,1981-12-15,M,70000
15122,27,AW00015122,AbbyTRaman,1982-06-10,F,70000
15123,33,AW00015123,SergioLLopez,1981-03-25,M,70000
15124,37,AW00015124,WendyAHernandez,1980-05-17,F,60000
15125,26,AW00015125,CoryAMartinez,1980-08-06,M,80000
15126,31,AW00015126,ManuelSanchez,1980-08-20,M,80000
15127,5,AW00015127,WesleyKYang,1986-02-10,M,90000
15128,26,AW00015128,AngelicaBarnes,1979-11-19,F,70000
15129,25,AW00015129,JenniferMPatterson,1984-10-02,F,90000
15130,16,AW00015130,RogerVMa,1984-09-10,M,90000
15131,8,AW00015131,LaceyLSun,1983-02-20,F,80000
15132,14,AW00015132,JennyPal,1978-09-19,F,100000
15133,20,AW00015133,RaulRRai,1979-01-04,M,120000
15134,20,AW00015134,MeaganJRaman,1978-05-21,F,90000
15135,18,AW00015135,DerekMKumar,1983-02-11,M,90000
15136,27,AW00015136,EmmaMJohnson,1977-10-30,F,100000
15137,18,AW00015137,LukeFoster,1978-02-10,M,100000
15138,18,AW00015138,MoniqueJHernandez,1977-12-18,F,100000
15139,38,AW00015139,ColinMShe,1976-10-29,M,80000
15140,18,AW00015140,DianeABradley,1977-03-05,F,80000
15141,16,AW00015141,SandraPZheng,1977-04-20,F,80000
15142,32,AW00015142,KarlNara,1977-11-09,M,130000
15143,16,AW00015143,KelvinSWang,1976-12-14,M,90000
15144,24,AW00015144,DeannaWSerrano,1976-10-01,F,90000
15145,34,AW00015145,CrystalALu,1977-01-15,F,90000
15146,5,AW00015146,AdrianaMSara,1976-12-09,F,100000
15147,27,AW00015147,ClarenceRChen,1982-03-12,M,100000
15148,27,AW00015148,JamesMWest,1976-01-06,M,90000
15149,21,AW00015149,NatalieMorgan,1981-08-23,F,90000
15150,14,AW00015150,ColleenDShan,1975-11-21,F,110000
15151,6,AW00015151,KarlMShen,1982-12-10,M,110000
15152,40,AW00015152,MeghanJMoreno,1976-12-12,F,110000
15153,2,AW00015153,KristenRLi,1977-04-02,F,110000
15154,28,AW00015154,JoeHernandez,1977-03-06,M,130000
15155,310,AW00015155,JamieHarrison,1947-03-08,F,70000
15156,311,AW00015156,DylanDFoster,1946-08-22,M,90000
15157,54,AW00015157,JordanGonzalez,1946-07-11,M,100000
15158,338,AW00015158,VictoriaMoore,1946-12-11,F,100000
15159,648,AW00015159,EricWashington,1947-02-12,M,100000
15160,307,AW00015160,CandaceSVan,1947-07-20,F,80000
15161,352,AW00015161,TrinityAJames,1948-02-13,F,90000
15162,53,AW00015162,KaitlynZBarnes,1948-04-01,F,100000
15163,648,AW00015163,VictoriaJMurphy,1948-01-03,F,100000
15164,339,AW00015164,SavannahCollins,1949-05-25,F,100000
15165,310,AW00015165,CarlAnand,1949-01-08,M,100000
15166,311,AW00015166,NinaGoel,1949-03-10,F,130000
15167,614,AW00015167,SaraHernandez,1948-09-20,F,130000
15168,632,AW00015168,XavierRBell,1950-06-06,M,70000
15169,32,AW00015169,ZacharyMMiller,1958-10-03,M,40000
15170,17,AW00015170,JermaineLMartinez,1976-10-13,M,80000
15171,23,AW00015171,DestinyJones,1959-11-08,F,80000
15172,68,AW00015172,AlexandraKHill,1986-02-10,F,30000
15173,539,AW00015173,MiguelJHenderson,1981-04-13,M,30000
15174,302,AW00015174,TrinityRogers,1980-09-05,F,30000
15175,41,AW00015175,KristiSMalhotra,1984-11-21,F,70000
15176,49,AW00015176,KristiRamos,1978-08-29,F,70000
15177,311,AW00015177,JorgeWLu,1979-02-16,M,70000
15178,32,AW00015178,DrewWTang,1961-01-15,M,80000
15179,22,AW00015179,JayRubio,1961-07-06,M,70000
15180,20,AW00015180,JillianLSuri,1961-07-22,F,70000
15181,30,AW00015181,RosaPHuang,1973-01-30,F,70000
15182,31,AW00015182,DeannaSrini,1967-08-23,F,70000
15183,29,AW00015183,MicheleRaji,1979-01-13,F,70000
15184,24,AW00015184,MathewAHernandez,1963-10-25,M,130000
15185,39,AW00015185,JonathanDEvans,1964-02-07,M,130000
15186,28,AW00015186,LeahJYang,1969-07-17,F,130000
15187,51,AW00015187,BenjaminDBrown,1979-05-03,M,80000
